strategy,total_trades,wins,losses,win_rate,profit_factor,max_drawdown,net_profit,final_balance
rule_based,13,9,4,0.6923076923076923,1.913179404914343,0.02970100000000001,115.44594641879316,3115.445946418792
ml,149,111,38,0.7449664429530202,2.541315789473684,0.02671181339352877,1757.1,4757.100000000011
