threshold,total_trades,win_rate,breakeven_win_rate,edge,net_profit,profit_factor,max_drawdown,average_profit_per_trade
0.52,140,1.0,0.53475935828877,0.46524064171123003,121.80000000000001,inf,0.0,0.8700000000000001
0.54,140,1.0,0.53475935828877,0.46524064171123003,121.80000000000001,inf,0.0,0.8700000000000001
0.56,140,1.0,0.53475935828877,0.46524064171123003,121.80000000000001,inf,0.0,0.8700000000000001
0.58,140,1.0,0.53475935828877,0.46524064171123003,121.80000000000001,inf,0.0,0.8700000000000001
0.6,140,1.0,0.53475935828877,0.46524064171123003,121.80000000000001,inf,0.0,0.8700000000000001
